PubMedID,Matched_Protein_Id,Matched_Protein_Name,Other_protein,Sentence,marked_text
1340527,P01375,Tumor necrosis factor,cytokine,"Tumor necrosis factor is a cytokine that participates in the mediation of numerous diseases associated with inflammation, cachexia, shock, and tissue injury.","[E1] Tumor necrosis factor [/E1] is a [E2] cytokine [/E2] that participates in the mediation of numerous diseases associated with inflammation, cachexia, shock, and tissue injury."
1342368,P13232,Interleukin-7,cytokine,Interleukin-7 (IL-7) is a cytokine initially described as a growth factor for B cell progenitors.,[E1] Interleukin-7 [/E1] (IL-7) is a [E2] cytokine [/E2] initially described as a growth factor for B cell progenitors.
1342368,P13232,Interleukin-7,growth factor,Interleukin-7 (IL-7) is a cytokine initially described as a growth factor for B cell progenitors.,[E1] Interleukin-7 [/E1] (IL-7) is a cytokine initially described as a [E2] growth factor [/E2] for B cell progenitors.
1343091,P05231,Interleukin-6,multifunctional cytokine,Interleukin-6 (IL-6) is a multifunctional cytokine that participates in the inflammatory and immune responses.,[E1] Interleukin-6 [/E1] (IL-6) is a [E2] multifunctional cytokine [/E2] that participates in the inflammatory and immune responses.
1350462,P60568,Interleukin-2,growth factor,"Interleukin-2 (IL-2), a crucial growth factor for mature T lymphocytes, is produced in fetal thymus under developmental control, although its biological significance remains unclear.","[E1] Interleukin-2 [/E1] (IL-2), a crucial [E2] growth factor [/E2] for mature T lymphocytes, is produced in fetal thymus under developmental control, although its biological significance remains unclear."
1351506,P01579,Interferon gamma,ICAM-1,"Interferon gamma (IFN-gamma) is known to induce ICAM-1 on keratinocytes (KC) in vitro, and its expression in vivo is correlated with epidermal T-cell infiltration in various dermatoses.","[E1] Interferon gamma [/E1] (IFN-gamma) is known to induce [E2] ICAM-1 [/E2] on keratinocytes (KC) in vitro, and its expression in vivo is correlated with epidermal T-cell infiltration in various dermatoses."
1352925,P60568,Interleukin-2,non-major histocompatibility complex,Interleukin-2 (IL-2) treatment of cells and generation of non-major histocompatibility complex (MHC)-restricted cytotoxic cells from peripheral blood mononuclear leukocytes (PBML) was studied.,[E1] Interleukin-2 [/E1] (IL-2) treatment of cells and generation of [E2] non-major histocompatibility complex [/E2] (MHC)-restricted cytotoxic cells from peripheral blood mononuclear leukocytes (PBML) was studied.
1355672,P04141,Granulocyte-macrophage colony-stimulating factor,neutrophil surface CD11b/CD18,"Granulocyte-macrophage colony-stimulating factor (GM-CSF) causes upregulation of neutrophil surface CD11b/CD18 expression, and enhances the adhesion of neutrophils to cultured human endothelial cells in vitro.","[E1] Granulocyte-macrophage colony-stimulating factor [/E1] (GM-CSF) causes upregulation of [E2] neutrophil surface CD11b/CD18 [/E2] expression, and enhances the adhesion of neutrophils to cultured human endothelial cells in vitro."
1357848,P05231,Interleukin-6,BSF-2/IFN beta 2,Interleukin-6 (IL-6 or BSF-2/IFN beta 2) is a component of normal human skin.,[E1] Interleukin-6 [/E1] (IL-6 or [E2] BSF-2/IFN beta 2 [/E2]) is a component of normal human skin.
1358928,P01579,Interferon gamma,intercellular adhesion molecule-1,"Interferon gamma (IFN-gamma) induces the interaction of intercellular adhesion molecule-1 (ICAM-1) and lymphocyte function-associated antigen type 1 expression, and of HLA-DR antigens by keratinocytes.","[E1] Interferon gamma [/E1] (IFN-gamma) induces the interaction of [E2] intercellular adhesion molecule-1 [/E2] (ICAM-1) and lymphocyte function-associated antigen type 1 expression, and of HLA-DR antigens by keratinocytes."
1358928,P01579,Interferon gamma,ICAM-1,"Interferon gamma (IFN-gamma) induces the interaction of intercellular adhesion molecule-1 (ICAM-1) and lymphocyte function-associated antigen type 1 expression, and of HLA-DR antigens by keratinocytes.","[E1] Interferon gamma [/E1] (IFN-gamma) induces the interaction of intercellular adhesion molecule-1 ([E2] ICAM-1 [/E2]) and lymphocyte function-associated antigen type 1 expression, and of HLA-DR antigens by keratinocytes."
1358928,P01579,Interferon gamma,lymphocyte function-associated antigen type 1,"Interferon gamma (IFN-gamma) induces the interaction of intercellular adhesion molecule-1 (ICAM-1) and lymphocyte function-associated antigen type 1 expression, and of HLA-DR antigens by keratinocytes.","[E1] Interferon gamma [/E1] (IFN-gamma) induces the interaction of intercellular adhesion molecule-1 (ICAM-1) and [E2] lymphocyte function-associated antigen type 1 [/E2] expression, and of HLA-DR antigens by keratinocytes."
1358928,P01579,Interferon gamma,HLA-DR antigens,"Interferon gamma (IFN-gamma) induces the interaction of intercellular adhesion molecule-1 (ICAM-1) and lymphocyte function-associated antigen type 1 expression, and of HLA-DR antigens by keratinocytes.","[E1] Interferon gamma [/E1] (IFN-gamma) induces the interaction of intercellular adhesion molecule-1 (ICAM-1) and lymphocyte function-associated antigen type 1 expression, and of [E2] HLA-DR antigens [/E2] by keratinocytes."
1359204,P60568,Interleukin-2,sIl-2R,Soluble Interleukin-2 Receptor (sIl-2R) and Tumor Necrosis Factor-alpha (TNF-alpha) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.,Soluble [E1] Interleukin-2 [/E1] Receptor ([E2] sIl-2R [/E2]) and Tumor Necrosis Factor-alpha (TNF-alpha) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.
1359204,P60568,Interleukin-2,Tumor Necrosis Factor-alpha,Soluble Interleukin-2 Receptor (sIl-2R) and Tumor Necrosis Factor-alpha (TNF-alpha) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.,Soluble [E1] Interleukin-2 [/E1] Receptor (sIl-2R) and [E2] Tumor Necrosis Factor-alpha [/E2] (TNF-alpha) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.
1359204,P60568,Interleukin-2,TNF-alpha,Soluble Interleukin-2 Receptor (sIl-2R) and Tumor Necrosis Factor-alpha (TNF-alpha) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.,Soluble [E1] Interleukin-2 [/E1] Receptor (sIl-2R) and Tumor Necrosis Factor-alpha ([E2] TNF-alpha [/E2]) have been found significantly increased in serum samples of patients with HCL at diagnosis and a strict correlation with leukemic burden has been reported.
1363382,P60568,Interleukin-2,soluble interleukin-2 receptor,"Interleukin-2 (IL-2) and soluble interleukin-2 receptor (sIL-2R), released during T-lymphocyte activation, were measured in serial samples of serum from 32 patients with renal allografts and other uremic patients.","[E1] Interleukin-2 [/E1] (IL-2) and [E2] soluble interleukin-2 receptor [/E2] (sIL-2R), released during T-lymphocyte activation, were measured in serial samples of serum from 32 patients with renal allografts and other uremic patients."
1363382,P60568,Interleukin-2,sIL-2R,"Interleukin-2 (IL-2) and soluble interleukin-2 receptor (sIL-2R), released during T-lymphocyte activation, were measured in serial samples of serum from 32 patients with renal allografts and other uremic patients.","[E1] Interleukin-2 [/E1] (IL-2) and soluble interleukin-2 receptor ([E2] sIL-2R [/E2]), released during T-lymphocyte activation, were measured in serial samples of serum from 32 patients with renal allografts and other uremic patients."
1365917,P14210,Hepatocyte growth factor,scatter factor,"Hepatocyte growth factor, a potent mitogen for epithelial and other cell types, and scatter factor, a stimulant of epithelial cell motility are identical.","[E1] Hepatocyte growth factor [/E1], a potent mitogen for epithelial and other cell types, and [E2] scatter factor [/E2], a stimulant of epithelial cell motility are identical."
1370387,P05231,Interleukin-6,immunoglobulin,Interleukin-6 (IL-6) stimulates growth and immunoglobulin (lg) secretion in Epstein-Barr virus (EBV)-infected B cells.,[E1] Interleukin-6 [/E1] (IL-6) stimulates growth and [E2] immunoglobulin [/E2] (lg) secretion in Epstein-Barr virus (EBV)-infected B cells.
1370387,P05231,Interleukin-6,Epstein-Barr virus (EBV)-infected B cells,Interleukin-6 (IL-6) stimulates growth and immunoglobulin (lg) secretion in Epstein-Barr virus (EBV)-infected B cells.,[E1] Interleukin-6 [/E1] (IL-6) stimulates growth and immunoglobulin (lg) secretion in [E2] Epstein-Barr virus (EBV)-infected B cells [/E2].
1370441,P05231,Interleukin-6,immunoglobulin,"Interleukin-6 (IL-6) is a peptide whose properties include the ability to activate T-lymphocytes, stimulate the secretion of immunoglobulin, induce neuronal differentiation, and trigger the release of acute phase proteins.","[E1] Interleukin-6 [/E1] (IL-6) is a peptide whose properties include the ability to activate T-lymphocytes, stimulate the secretion of [E2] immunoglobulin [/E2], induce neuronal differentiation, and trigger the release of acute phase proteins."
1370501,P14210,Hepatocyte growth factor,hepatopoietin A,"Hepatocyte growth factor (HGF) also known as hepatopoietin A (HPTA) (Michalopoulos, FASEB J., 4:176-187, 1990) is a heparin-binding growth factor whose characterization and tissue distribution have been reported elsewhere.","[E1] Hepatocyte growth factor [/E1] (HGF) also known as [E2] hepatopoietin A [/E2] (HPTA) (Michalopoulos, FASEB J., 4:176-187, 1990) is a heparin-binding growth factor whose characterization and tissue distribution have been reported elsewhere."
1370501,P14210,Hepatocyte growth factor,heparin-binding growth factor,"Hepatocyte growth factor (HGF) also known as hepatopoietin A (HPTA) (Michalopoulos, FASEB J., 4:176-187, 1990) is a heparin-binding growth factor whose characterization and tissue distribution have been reported elsewhere.","[E1] Hepatocyte growth factor [/E1] (HGF) also known as hepatopoietin A (HPTA) (Michalopoulos, FASEB J., 4:176-187, 1990) is a [E2] heparin-binding growth factor [/E2] whose characterization and tissue distribution have been reported elsewhere."
1372137,P60568,Interleukin-2,lymphokine,"Interleukin-2 (IL-2) is a lymphokine which, upon binding to its receptor, leads to the proliferation and differentiation of T-cells (helper, suppressor, and cytotoxic) and B-cells.","[E1] Interleukin-2 [/E1] (IL-2) is a [E2] lymphokine [/E2] which, upon binding to its receptor, leads to the proliferation and differentiation of T-cells (helper, suppressor, and cytotoxic) and B-cells."
1372159,P05231,Interleukin-6,multifunctional cytokine,"Interleukin-6 (IL-6) is considered an important multifunctional cytokine involved in the regulation of a variety of cellular responses, including the induction of acute-phase protein synthesis, lymphocyte activation, and hematopoiesis.","[E1] Interleukin-6 [/E1] (IL-6) is considered an important [E2] multifunctional cytokine [/E2] involved in the regulation of a variety of cellular responses, including the induction of acute-phase protein synthesis, lymphocyte activation, and hematopoiesis."
1372159,P05231,Interleukin-6,acute-phase protein,"Interleukin-6 (IL-6) is considered an important multifunctional cytokine involved in the regulation of a variety of cellular responses, including the induction of acute-phase protein synthesis, lymphocyte activation, and hematopoiesis.","[E1] Interleukin-6 [/E1] (IL-6) is considered an important multifunctional cytokine involved in the regulation of a variety of cellular responses, including the induction of [E2] acute-phase protein [/E2] synthesis, lymphocyte activation, and hematopoiesis."
1373261,P60568,Interleukin-2,antigens,Interleukin-2 has been described as an effective adjuvant for a number of antigens in different host species.,[E1] Interleukin-2 [/E1] has been described as an effective adjuvant for a number of [E2] antigens [/E2] in different host species.
1373391,P01579,Interferon gamma,IFP,Interferon gamma induces expression of a protein termed IFP 53 according to its molecular weight of 53 kDa.,[E1] Interferon gamma [/E1] induces expression of a protein termed [E2] IFP [/E2] 53 according to its molecular weight of 53 kDa.
1373689,P09919,Granulocyte colony-stimulating factor,neutrophil alkaline phosphatase,Granulocyte colony-stimulating factor (G-CSF) is known to act on the neutrophilic granulocytes from chronic myelogenous leukemia (CML) patients to induce neutrophil alkaline phosphatase (NAP) activity.,[E1] Granulocyte colony-stimulating factor [/E1] (G-CSF) is known to act on the neutrophilic granulocytes from chronic myelogenous leukemia (CML) patients to induce [E2] neutrophil alkaline phosphatase [/E2] (NAP) activity.
1373689,P09919,Granulocyte colony-stimulating factor,NAP,Granulocyte colony-stimulating factor (G-CSF) is known to act on the neutrophilic granulocytes from chronic myelogenous leukemia (CML) patients to induce neutrophil alkaline phosphatase (NAP) activity.,[E1] Granulocyte colony-stimulating factor [/E1] (G-CSF) is known to act on the neutrophilic granulocytes from chronic myelogenous leukemia (CML) patients to induce neutrophil alkaline phosphatase ([E2] NAP [/E2]) activity.
1375118,P04141,Granulocyte-macrophage colony-stimulating factor,Interleukin-3,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), Interleukin-3 (IL-3), and Steel Factor (SF) induce proliferation of hematopoietic cells through binding to specific, high-affinity, cell surface receptors.","[E1] Granulocyte-macrophage colony-stimulating factor [/E1] (GM-CSF), [E2] Interleukin-3 [/E2] (IL-3), and Steel Factor (SF) induce proliferation of hematopoietic cells through binding to specific, high-affinity, cell surface receptors."
1375118,P04141,Granulocyte-macrophage colony-stimulating factor,IL-3,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), Interleukin-3 (IL-3), and Steel Factor (SF) induce proliferation of hematopoietic cells through binding to specific, high-affinity, cell surface receptors.","[E1] Granulocyte-macrophage colony-stimulating factor [/E1] (GM-CSF), Interleukin-3 ([E2] IL-3 [/E2]), and Steel Factor (SF) induce proliferation of hematopoietic cells through binding to specific, high-affinity, cell surface receptors."
